image_id,filename,case_tag,uploaded_by,upload_date,tech_label,tech_id,tech_date,tech_status,image_quality,tech_confidence,path_label,path_id,path_date,path_status,path_confidence,path_commentary,tech_note,tags,version,last_modified_by,last_modified_date,audit_trail_json,discussion_flag,discussion_comment,discussion_flagged_by,discussion_date,correction_label,correction_reason,correction_note,correction_by,correction_date,path_review_method,m_cell_area,m_cell_major,m_cell_minor,m_cell_eccentricity,m_cell_circularity,m_cell_solidity,m_cell_equiv_diameter,m_cell_aspect_ratio,m_cell_extent,m_nuc_area,m_nuc_major,m_nuc_minor,m_nuc_eccentricity,m_nuc_circularity,m_nuc_solidity,m_nuc_lobes,m_nuc_irregularity,m_nuc_convex_deficiency,m_nc_ratio,m_nuc_mean_l,m_nuc_mean_a,m_nuc_mean_b,m_nuc_intensity_std,m_cyto_mean_l,m_cyto_mean_a,m_cyto_mean_b,m_cyto_mean_hue,m_nuc_glcm_contrast,m_nuc_glcm_homogeneity,m_nuc_glcm_energy,m_nuc_glcm_correlation,m_nuc_max_indent,m_nuc_indent_purity,m_nuc_indent_depth,m_seg_quality
CW_00012,CW_00012.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,Monocytic,,,0.0,,,[],False,,,,,,,,,,59933.0,319.73989822765407,291.57610293944265,0.4103757022013406,0.3260566203756849,0.7448516709543517,276.2409557516997,1.0965915759360456,0.4920728753581779,22354.0,34.90394151433064,23.06067006728978,0.7506592394193099,19.182572385516753,0.3577512776831346,1.0,0.4521346992794471,18448.0,0.3729831645337293,44.08108766108559,34.11234083731115,-36.41876940035526,9.148442241610226,67.48733526264509,12.560950672625564,-5.108492029333715,0.6607163635462491,3697.3504542667206,0.7102056858776674,0.6744409975795486,0.5403772341083694,14.390719809109308,0.9503469210754554,17.88854381999832,good
CW_00013,CW_00013.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,Monocytic,,,0.0,,,[],False,,,,,,,,,,24095.0,177.45073225654863,173.05122096319909,0.2212940024936175,0.9017261968460714,0.9920536890645586,175.15338087057796,1.0254231739531334,0.7647749634990161,21699.0,174.06409274023824,166.48831563354256,0.2918074539792525,0.0595863931232814,0.9143736041464752,1.0,0.0856263958535249,2032.0,0.9005602822162274,39.09274386084148,36.71679499652493,-43.8824151456999,8.788673706138777,68.39357407240395,10.20550412463495,-12.04188127813858,0.6637518773778365,1114.9481355637186,0.3375619798285806,0.2579555704359898,0.7110082429875143,0.0054458485907036,0.0812007874015748,6.0,good
CW_00014,CW_00014.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,Monocytic,,,0.0,,,[],False,,,,,,,,,,71101.0,366.0960177677797,278.89766018441816,0.6477939333979893,0.2959081486197848,0.8259682628191725,300.8797182766143,1.3126536003410805,0.6114637082903337,26037.0,197.3881895575082,176.83282446926353,0.4443298799260926,0.0485325807494869,0.8498270122070631,1.0,0.1501729877929368,4601.0,0.3661973811901379,37.52696229174261,36.97505855633212,-44.15916496982323,7.510005163000186,66.7320234158712,9.74443449514949,1.387781866660914,0.5295695762796963,1004.5804382671164,0.3600817224382041,0.2866582069133028,0.7124899632844207,0.036291680766711,0.3073244946750706,5.830951894845301,good
CW_00015,CW_00015.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,Monocytic,,,0.0,,,[],False,,,,,,,,,,59564.0,339.97949833915527,272.38064658322065,0.5984396900873014,0.2456282910972893,0.7150797747818048,275.38925222783337,1.2481778812257909,0.5059802922188243,18000.0,175.27694146007937,140.68426467384222,0.5964639218657531,0.1321510471731219,0.8410428931875525,1.0,0.1589571068124474,3402.0,0.302195957289638,39.30043478624048,37.615494559189464,-42.240298103552504,6.700545353139413,64.57549835733018,10.568021971088427,-0.6339040527668786,0.5363081378361255,735.419355787683,0.389023380954006,0.3159327392485388,0.8050932032486855,0.0552047281202761,0.4985302763080541,14.866068747318506,good
CW_00016,CW_00016.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,Monocytic,,,0.0,,,[],False,,,,,,,,,,40968.0,273.1264222110552,216.9570832696291,0.6074646126430688,0.5660653177519644,0.8870220413112199,228.39018733017,1.2588960825566604,0.5943765777790674,30400.0,201.82518657174404,197.1195337477517,0.214679680147634,0.1074532953527192,0.9437476716751522,1.0,0.0562523283248478,1812.0,0.7420425698105839,43.30971053568183,36.50445491159466,-37.93819345845268,9.316835431115068,72.22336145204038,10.232619590382672,2.3910907717140883,0.5928980704077756,1076.614074815258,0.2946776040771041,0.2315544675819194,0.7606285868738336,0.0083715071739028,0.1881898454746136,3.605551275463989,good
CW_00017,CW_00017.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,42356.0,339.3958713205364,223.6922838441348,0.7520644383759618,0.2228101885587907,0.6636790974616108,232.2269023106551,1.5172444283193156,0.4884112451281105,22913.0,184.02966272339563,158.9516323772633,0.5039577166690493,0.5220324510833683,0.9845737366792712,1.0,0.0154262633207287,359.0,0.5409623193880442,43.17279380284541,36.87669233900445,-37.510282196222086,8.756539333222634,66.98250605804228,11.811888295374912,0.610858451700095,0.6644901646937519,620.9174147364066,0.2827529692503002,0.2114562281329746,0.8484619392395825,0.0016830584372478,0.1587743732590529,2.0,good
CW_00018,CW_00018.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,41936.0,301.1716943802241,207.23043289458303,0.7256341629107453,0.4780392012705046,0.8358446942517739,231.0726585903529,1.4533178847019466,0.5731467308112836,16946.0,174.06922444146102,133.32555750578706,0.6429190697869329,0.2008969270566335,0.798736802413273,1.0,0.201263197586727,4270.0,0.4040919496375429,41.582700411511546,37.620693456481035,-38.1858780819408,9.777843394137507,67.51444218692198,9.236990112943673,1.3114254341202645,0.6144919511728019,787.7147865007681,0.4928870932467132,0.431325084714978,0.8411030482897316,0.0558414092667125,0.3962529274004683,11.180339887498947,good
CW_00019,CW_00019.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,31520.0,270.70581003676426,202.4550760135681,0.6638355473812655,0.2708277872739756,0.7008337965536409,200.33100221895845,1.3371154498424245,0.4279120282378496,12546.0,139.84086672208434,114.86114359315076,0.5703952359914052,0.5655907753403323,0.9764183983189352,1.0,0.0235816016810646,303.0,0.3980329949238578,37.12534553926954,42.38290760550831,-43.61648506116899,7.758213487830244,74.34896943314078,10.704836487473392,2.4573428424337735,0.6369092343717715,793.7585817849748,0.2887043193037702,0.1898086988912073,0.7117927772108747,0.0034261517024736,0.2211221122112211,2.0,good
CW_00020,CW_00020.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,13929.0,137.40180836528856,129.22761416799568,0.3397692433719934,0.878873360044446,0.9857051871771284,133.17264590979667,1.0632542374934388,0.7700685537372843,13084.0,135.42470405284868,124.4597555583244,0.3941808831076978,0.2281476103844373,0.9619173650933688,1.0,0.0380826349066313,518.0,0.939335199942566,38.497727161144326,38.551161682177664,-43.12337292215673,8.511446351752321,70.60010897527465,9.895520905816044,-10.820667402220248,0.7313940627350665,914.9587210357564,0.3050557826339158,0.2182810394194352,0.7300377761600502,0.0021810428645656,0.0772200772200772,2.0,good
CW_00021,CW_00021.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,26721.0,296.69414841449424,119.15926156721598,0.9158049917204344,0.5544406629096258,0.9162009257671868,184.45116935077505,2.489895829432725,0.5073286500854376,15813.0,109.2165613259377,72.87798355170132,0.7448073126786723,0.3440543140209925,0.4179903314917127,1.0,0.3908001695111145,10144.0,0.5917817446951835,43.2837866303196,33.433511794077916,-31.963621453551895,11.352906522664409,63.98530597489424,12.972764167577184,-5.618139667106447,0.6081954945813759,1992.9359069881812,0.6533573921616795,0.5841323784815473,0.7428703686524056,0.3240205097196613,0.3810134069400631,9.899494936611664,good
CW_00022,CW_00022.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,18374.0,154.22791266804103,151.77575804326293,0.1776128009611115,0.899817556480666,0.9906723459319566,152.95261813700307,1.0161564314116562,0.7798811544991511,9499.0,0.0,0.0,0.0,0.0,1.0,2.0,0.334524309934146,4775.0,0.5169805159464461,34.40540402059083,40.521461587242335,-46.971967311917766,3.987132874863568,43.72981406849599,29.436221874334347,-39.598013514369946,0.7208991586515355,0.0,0.0,0.0,1.0,0.0,0.3080628272251309,5.830951894845301,good
CW_00023,CW_00023.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,40808.0,305.4589661324575,188.70904697587332,0.7863442801260886,0.5140078455395735,0.8694577607329285,227.94376355046987,1.618676852157018,0.6397842719177224,26779.0,189.4416183736344,180.07119780025644,0.3106124790179975,0.8541613161154334,0.9907873316560604,1.0,0.0092126683439396,249.0,0.6562193687512252,32.49499184399202,42.85514191527077,-48.17920665314336,8.54519159159574,70.45659261623489,10.385470444212867,0.6109710420626332,0.600265129060711,447.33107551487944,0.3050184015157161,0.1982282699844707,0.8155224854573153,0.0003343724256278,0.0481927710843373,1.0,good
CW_00024,CW_00024.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,41354.0,321.0886415654355,184.06229578423853,0.8193843727952554,0.4878706128727618,0.8318883144575647,229.4636096050481,1.7444563548301169,0.5850463323194455,26125.0,215.894504667673,172.89230875622553,0.5989071417221434,0.0537269641033883,0.8202769317717982,1.0,0.1797230682282018,5724.0,0.6317405813222421,45.92815527891597,31.194973459297284,-34.12748967553305,10.44969614791716,68.18798265997098,8.999232829762644,1.621197053812436,0.54234189496535,1098.876164486743,0.4555856473304034,0.3923391197214547,0.8244068837319531,0.0435095683325316,0.3542976939203354,14.317821063276352,good
CW_00025,CW_00025.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,18483.0,156.08707116747627,150.87723542707622,0.256205839135139,0.8668506401837686,0.9846047304496058,153.4056273587772,1.0345302969374603,0.7546545810877021,17608.0,153.04509662730865,146.6368494811999,0.2863389952060916,0.7387383407209324,0.9888801527574976,1.0,0.0111198472425025,198.0,0.9526592003462642,40.44617031607157,37.181751482698886,-40.028697779857154,8.302077578641322,82.5082313494876,4.222250313657297,1.4163043973481286,0.4152306132556431,595.6432714519501,0.2688562472655996,0.198429953813662,0.8271092904747749,0.0002988540875273,0.0353535353535353,1.0,good
CW_00026,CW_00026.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,19979.0,265.21814812827506,114.31811870501838,0.902335543252062,0.4013632162722512,0.779850891916156,159.49311227844234,2.320000986130927,0.629259842519685,13092.0,135.72642061383615,123.2016029921404,0.4195761924461534,0.6299408101596103,0.980747621544685,1.0,0.019252378455315,257.0,0.6552880524550778,38.126597507002096,40.52148320080328,-41.8192532158303,9.267319662634048,75.52444412212844,9.53591795900856,4.86173207022732,0.5739143878191527,715.2985580099499,0.2992340253070057,0.2015316019933163,0.782589219937044,0.0038541583750927,0.2762645914396887,2.0,good
CW_00027,CW_00027.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,18198.0,200.7803054277964,121.96864129941636,0.7943402243234525,0.6655895138659781,0.9217444157422884,152.21830781837804,1.6461633358275114,0.7543837831115533,12053.0,127.50497947103842,122.09541425012198,0.2881885142374841,0.4253773448892298,0.9784073382579754,1.0,0.0215926617420245,266.0,0.6623255302780525,37.48618632958499,40.72174798491323,-41.92312034938176,10.387594572778353,69.37760064069784,11.32474866071161,4.167430426395787,0.5244067752941534,860.8692430334061,0.2950763421894382,0.1953473115774944,0.7505283816378179,0.0012917099453899,0.0789473684210526,2.0,good
CW_00028,CW_00028.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,19052.0,158.4404100534063,153.38706865376025,0.2505420079972604,0.8452316158773236,0.9831260642964034,155.74902826757642,1.0329450288345554,0.7828731097961867,17952.0,158.30521074004093,146.73903638247242,0.375215764457971,0.3091192323452693,0.9507970976113552,1.0,0.0492029023886446,929.0,0.9422632794457276,32.10288908521587,44.99816995701874,-47.535222447668325,5.435951058473377,55.728960886939745,22.20647681545779,-26.26550638901234,0.7385861491945616,326.49522655639475,0.3265556326930858,0.2202517172714771,0.8289634236607872,0.0110133302307703,0.2970936490850376,5.830951894845301,good
CW_00029,CW_00029.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,33976.0,245.1492488824701,196.0894213512669,0.6001630103150359,0.5978832828182357,0.895165327361349,207.9893910081038,1.2501910974754693,0.6754537683147452,25686.0,206.1311098632525,163.95967010390828,0.6060658386984494,0.1233239158724478,0.9340363636363636,1.0,0.0659636363636363,1814.0,0.7560042382858488,37.524633110071726,37.79813293365244,-44.58400999763003,7.496559799225578,70.2667358419156,10.77294628754607,0.4582116806809943,0.4845628848422584,737.8433898379888,0.324764479736483,0.2308234940667397,0.7656733091846699,0.0119086747400563,0.278941565600882,4.47213595499958,good
CW_00030,CW_00030.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,37108.0,237.47167476214145,217.682540999032,0.3996509611375318,0.5179623661575494,0.871427564990724,217.36460849464987,1.0909082265958914,0.6629624997766781,19124.0,165.21703722426344,149.6980018073471,0.4231304042367008,0.3963689968666582,0.927719025904725,1.0,0.072280974095275,1490.0,0.5153605691495096,39.94591342716697,38.05159252073236,-40.56192401006589,9.13366122572592,63.9565720062799,10.450661536510646,0.8305699509296532,0.6886842136323108,727.4242720229297,0.3230244881646414,0.2475388659371674,0.8135250925109245,0.0114666003950011,0.2100671140939597,4.0,good
CW_00031,CW_00031.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,37730.0,330.54273894478206,173.92662095824187,0.8503701417838052,0.4346968224816097,0.7912175481273329,219.17875814699215,1.9004723780849064,0.5343208757594211,12357.0,144.8375352110041,111.94922953343156,0.6344916957753556,0.370952516166866,0.9277027027027028,1.0,0.0722972972972973,963.0,0.3275112642459581,34.90683162092077,43.66425017082659,-45.91947622884536,8.952889934614173,63.98212570911189,11.75201977211124,-1.2874355741147483,0.7365037178396566,607.4223464606366,0.4123928146209211,0.3177420783992476,0.8103933448247078,0.0237392553345296,0.5171339563862928,5.830951894845301,good
CW_00032,CW_00032.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,68438.0,352.4168090754302,283.3370642499834,0.5946525083133938,0.314006604535114,0.7847584538293066,295.1914090257118,1.243807653644985,0.6192363373145132,25925.0,186.0667659600577,178.48894862991318,0.2824783787748947,0.484035496616243,0.979558679059926,1.0,0.020441320940074,541.0,0.3788100178263537,36.65128778712382,39.934479536333846,-43.09342522748693,6.954171481976502,64.5615856972236,10.859298735251649,2.3315711569545665,0.6736641430264149,475.9045594029752,0.3240848108638773,0.2287186829374231,0.8311813252581011,0.0016175227910074,0.1035120147874306,2.0,good
CW_00033,CW_00033.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,39475.0,309.566300974465,205.3343830801435,0.7483563034329146,0.3801952199383712,0.7714782676672921,224.1899440840747,1.507620381597947,0.4917042425450287,16468.0,150.53666395170112,139.82746419257583,0.3704313236569294,0.3965217870444659,0.9802964462170368,1.0,0.0197035537829632,331.0,0.4171754274857505,40.34322749840333,38.25358057522961,-39.97750393886712,8.433829508207829,59.82298425374129,12.090764914364383,-0.7173650835059535,0.7709211295021952,717.1149914004176,0.2739832105656656,0.1971673250338112,0.7929513326244348,0.0020298935187041,0.1389728096676737,1.0,good
CW_00034,CW_00034.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,25188.0,230.85098850558924,151.86689583739664,0.7531430223408704,0.6105087660748626,0.8855294613978344,179.08198584109255,1.520087621681295,0.58267789395762,13623.0,140.13675680285647,125.6221219534114,0.4431950348773961,0.6038262814241513,0.9804246131702052,1.0,0.0195753868297948,272.0,0.5408527870414483,36.25634220958331,39.89803271929011,-43.8838011691455,8.849966317789509,66.24576097796567,9.746136776719572,1.373935985489876,0.6774061359003176,664.8047700664455,0.3090959045863801,0.2274298181620868,0.7856175335892582,0.0023423603445339,0.1691176470588235,1.4142135623730951,good
CW_00035,CW_00035.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,10417.0,123.20210415865272,107.84563562386528,0.4834798894608135,0.8905103978759628,0.9844074844074844,115.16655911116816,1.1423930458191782,0.7707161882213672,10070.0,121.83301411914346,105.55351347906638,0.4993877854435067,0.6816588353570281,0.9796672828096118,1.0,0.0203327171903881,209.0,0.9666890659498896,33.351250593385856,42.77056925995206,-46.42329648659317,6.4719085219865,64.36975741358823,13.270081812997088,-16.58638133099934,0.7478074707932888,452.9954219051631,0.3056580625012666,0.2098832745688637,0.7927423965281483,0.0020211161731764,0.1435406698564593,2.0,good
CW_00036,CW_00036.jpg,cellwiki,,,,,,,,,BLAST,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,15427.0,151.96092683945952,129.44304892027057,0.5238378929889005,0.8916791838601199,0.9885933995514258,140.15087033846547,1.1739597306075404,0.7858889454915945,14741.0,149.0126371003467,126.2479343618574,0.5312266998282517,0.7222050226117608,0.9877378718842134,1.0,0.0122621281157866,183.0,0.9555325079406236,33.70030156871695,41.61888849699583,-46.736487610438594,8.085469528099436,78.98837624249023,3.951987415910557,-1.2158991784600732,0.467576911389269,532.8220609544409,0.2849341084128619,0.1905357099051451,0.7805629230080963,0.0003602830128621,0.0437158469945355,1.0,good
CW_00037,CW_00037.jpg,cellwiki,,,,,,,,,EOSINOPHIL,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,12927.0,129.128130382534,127.5910260298498,0.1538366987675563,0.8790106811476173,0.9852896341463414,128.2932874112728,1.0120471196173673,0.7708407871198569,6881.0,6.970329345111184,2.7294806055800165,0.9201416831723176,710.02676973791,0.8823529411764706,1.0,0.3932633806542633,4460.0,0.5322967432505609,30.988293242799408,43.070026816822974,-46.0328433489255,8.973569899352443,50.83773841018748,26.52293177512495,-23.28085290937004,0.7963225011065881,4553.530208333334,0.1499395091417456,0.2291668681983084,0.0074062920774567,51.68209560200729,0.5630044843049328,8.602325267042627,good
CW_00038,CW_00038.jpg,cellwiki,,,,,,,,,EOSINOPHIL,,,finalized,,,,,0.0,,,[],False,,,,,,,,,,15480.0,145.81122826846112,135.29761489790135,0.3728398174833019,0.8843644177267564,0.9866785645994008,140.39141053675726,1.077707307541922,0.7627870306494531,13899.0,140.89177463260498,133.37629132616172,0.3222407352872211,0.0970891507544621,0.9287050648135774,1.0,0.0712949351864225,1067.0,0.8978682170542636,45.223613661888535,32.497641072835954,-30.73594565212957,15.848460997930644,78.50442476759652,5.799559773425631,2.5464348905681917,0.4709266699944215,1654.1406547048996,0.3151229151503918,0.2461027383634606,0.7640526363170138,0.0049872818873406,0.0927835051546391,3.605551275463989,good
